gender,senior,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn,avg_monthly_charges,internet_service-fiber_optic,internet_service-no,contract-one_year,contract-two_year,payment_method-credit_card_auto,payment_method-electronic_check,payment_method-mailed_check
1,0,1,1,41,1,0,0,0,0,0,0,0,0,19.7,804.25,0,19.615853658536587,0,1,0,1,0,0,0
1,0,1,1,72,1,0,1,1,1,0,1,0,1,70.65,5011.15,0,69.59930555555555,0,0,0,1,1,0,0
1,0,1,0,43,1,1,1,1,0,1,1,1,0,86.45,3574.5,0,83.12790697674419,0,0,0,1,1,0,0
0,0,1,0,72,1,1,1,1,1,1,1,1,1,114.1,8086.4,0,112.3111111111111,1,0,0,1,1,0,0
0,0,1,0,47,1,1,0,0,0,0,1,1,1,95.2,4563.0,0,97.08510638297872,1,0,1,0,1,0,0
0,0,0,0,72,1,1,1,1,1,1,1,1,0,88.55,6362.35,0,88.36597222222223,0,0,0,1,1,0,0
0,0,0,0,3,1,0,0,0,0,0,0,0,1,20.75,67.1,0,22.366666666666664,0,1,0,0,1,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,70.05,70.05,1,70.05,1,0,0,0,0,1,0
0,0,0,0,2,1,1,0,0,0,0,0,1,1,86.0,165.45,1,82.725,1,0,0,0,0,1,0
0,0,0,0,26,0,0,1,1,0,0,0,1,1,44.65,1156.55,0,44.482692307692304,0,0,0,0,0,0,0
0,0,1,1,29,1,0,1,0,0,0,0,1,1,60.2,1834.15,0,63.24655172413794,0,0,0,0,0,0,1
1,1,1,0,35,1,1,1,1,0,1,1,0,1,100.5,3653.35,1,104.38142857142857,1,0,0,0,0,0,0
0,0,0,0,27,1,0,1,1,0,0,0,0,0,55.45,1477.65,0,54.72777777777778,0,0,1,0,0,0,0
0,0,1,1,24,1,0,1,1,0,1,0,1,1,70.3,1706.45,0,71.10208333333334,0,0,0,0,1,0,0
0,0,1,1,67,1,0,1,0,1,1,0,0,1,60.4,3953.7,0,59.01044776119403,0,0,0,1,0,0,0
1,0,0,0,16,1,1,0,0,0,0,0,0,0,72.65,1194.3,1,74.64375,1,0,0,0,0,1,0
1,0,0,0,23,1,0,0,1,1,0,0,0,0,55.8,1327.85,0,57.73260869565217,0,0,1,0,0,0,0
0,0,0,0,14,0,0,0,1,0,0,0,0,1,31.1,419.7,0,29.978571428571428,0,0,0,0,0,0,1
1,0,1,1,1,1,0,0,0,0,0,0,0,1,21.0,21.0,1,21.0,0,1,0,0,0,1,0
1,1,0,0,1,1,0,0,0,0,0,0,0,0,45.1,45.1,1,45.1,0,0,0,0,0,0,1
0,1,0,0,4,0,0,0,1,0,0,1,1,1,50.95,207.35,0,51.8375,0,0,0,0,1,0,0
0,0,0,1,16,1,1,1,1,0,0,0,1,1,69.1,1083.7,0,67.73125,0,0,0,0,0,1,0
1,0,1,0,46,0,0,0,0,0,0,1,1,1,43.95,2007.85,0,43.64891304347826,0,0,0,0,0,1,0
0,0,0,1,68,1,1,1,1,0,1,1,1,1,86.5,5882.75,0,86.51102941176471,0,0,0,1,0,0,0
0,0,0,0,38,1,1,1,1,1,1,0,0,0,69.95,2657.55,0,69.93552631578947,0,0,0,0,0,1,0
0,1,1,0,30,1,0,0,1,0,0,0,0,1,50.4,1527.5,1,50.916666666666664,0,0,0,0,0,0,0
1,1,0,0,5,1,0,0,0,0,0,0,1,0,78.95,378.4,1,75.67999999999999,1,0,0,0,0,1,0
0,0,0,0,17,1,0,0,1,1,0,0,1,1,90.95,1612.2,0,94.83529411764707,1,0,0,0,1,0,0
0,0,1,1,4,1,0,0,0,0,0,0,0,0,19.9,76.65,0,19.1625,0,1,0,1,0,0,1
1,0,0,0,12,1,0,0,0,0,0,0,0,0,20.15,260.7,0,21.724999999999998,0,1,1,0,0,1,0
0,0,1,1,72,1,1,1,1,1,1,1,1,1,90.6,6441.85,0,89.4701388888889,0,0,0,1,1,0,0
0,0,0,0,3,1,0,0,0,0,0,1,1,1,92.0,266.8,0,88.93333333333334,1,0,0,0,0,1,0
0,0,0,0,56,1,1,0,1,0,1,0,1,1,94.45,5124.6,1,91.51071428571429,1,0,0,0,0,1,0
1,0,0,0,41,1,1,0,0,0,0,0,0,1,24.85,962.25,0,23.46951219512195,0,1,1,0,0,0,1
0,0,0,0,40,0,0,0,1,0,1,0,0,0,36.0,1382.9,0,34.572500000000005,0,0,1,0,1,0,0
1,0,0,0,7,1,0,1,1,0,1,1,1,1,78.5,571.05,0,81.57857142857142,0,0,0,0,0,1,0
0,0,0,0,69,1,0,0,0,0,0,0,0,0,19.95,1399.35,0,20.280434782608694,0,1,0,1,1,0,0
0,0,1,1,7,1,0,0,0,0,0,0,0,0,20.65,150.0,0,21.428571428571427,0,1,1,0,0,0,1
1,0,1,1,5,0,0,0,1,0,0,0,0,1,30.5,167.2,0,33.44,0,0,0,0,0,1,0
1,0,1,1,72,1,1,1,1,1,1,1,0,0,106.1,7657.4,0,106.35277777777777,1,0,0,1,1,0,0
0,0,1,1,44,1,0,0,0,0,0,0,0,1,20.5,865.05,0,19.660227272727273,0,1,1,0,0,0,0
1,0,0,0,65,1,1,0,1,1,0,1,0,1,95.5,6153.85,0,94.6746153846154,1,0,1,0,0,1,0
1,0,0,0,3,1,1,0,0,0,1,1,0,0,64.6,174.2,0,58.06666666666666,0,0,0,0,0,1,0
0,0,0,0,24,1,0,0,0,0,1,0,0,1,51.1,1269.6,0,52.9,0,0,0,0,1,0,0
1,0,0,0,44,1,1,0,1,1,0,0,0,1,84.8,3862.55,1,87.78522727272728,1,0,0,0,0,0,0
1,1,1,0,72,1,1,1,1,1,1,1,1,0,89.1,6352.4,0,88.22777777777777,0,0,0,1,1,0,0
0,0,0,0,24,1,0,1,0,0,1,0,0,0,54.95,1348.5,0,56.1875,0,0,0,0,0,1,0
0,0,0,0,1,1,0,0,0,1,0,0,0,0,50.9,50.9,1,50.9,0,0,0,0,0,0,1
0,0,1,0,22,1,0,0,0,0,0,0,0,1,20.45,471.55,0,21.43409090909091,0,1,0,0,0,0,0
0,0,1,1,70,1,1,0,1,1,1,1,1,1,85.95,5931.75,0,84.73928571428571,0,0,0,1,1,0,0
0,0,1,1,25,1,1,0,0,0,0,1,0,0,60.35,1404.65,0,56.18600000000001,0,0,0,0,0,1,0
0,0,1,1,37,1,0,0,0,0,0,0,0,0,19.8,726.1,0,19.624324324324323,0,1,0,1,0,0,0
1,1,1,1,22,1,1,0,0,0,0,1,0,0,85.35,1961.6,0,89.16363636363636,1,0,0,0,0,0,0
1,0,1,1,59,1,1,0,0,1,1,1,0,1,72.1,4194.85,0,71.09915254237289,0,0,0,1,0,0,0
0,0,1,1,49,1,1,0,0,1,0,1,1,1,99.8,4872.45,1,99.43775510204081,1,0,0,0,0,1,0
0,0,1,1,47,1,1,0,0,1,1,1,1,1,107.35,5118.95,1,108.91382978723404,1,0,0,0,0,0,0
1,0,1,1,31,1,0,0,0,0,0,0,0,1,19.55,658.95,1,21.256451612903227,0,1,0,0,0,0,1
0,0,1,1,1,1,0,0,0,0,0,0,1,1,81.05,81.05,0,81.05,1,0,0,0,0,1,0
0,0,0,0,3,1,0,0,0,0,0,0,0,1,20.5,76.95,0,25.650000000000002,0,1,0,0,0,1,0
1,0,1,0,53,1,1,0,1,1,1,1,1,1,111.8,5809.75,0,109.61792452830188,1,0,1,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.2,20.2,0,20.2,0,1,0,0,0,0,1
0,0,0,0,20,1,0,0,0,0,0,0,0,1,19.7,415.9,0,20.794999999999998,0,1,1,0,0,0,1
1,0,0,0,3,1,0,1,1,0,0,0,0,1,79.1,246.5,1,82.16666666666667,1,0,0,0,0,1,0
1,0,0,0,51,1,0,0,0,0,0,0,0,1,19.85,996.95,0,19.548039215686277,0,1,1,0,0,0,0
1,0,1,0,51,1,0,1,1,0,1,0,0,1,60.5,3145.15,0,61.66960784313726,0,0,1,0,0,0,0
1,0,1,1,13,1,0,0,0,0,0,0,0,0,19.55,265.3,0,20.407692307692308,0,1,0,1,0,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.9,20.9,0,20.9,0,1,0,0,0,0,1
0,0,0,1,1,1,0,0,0,0,0,0,0,1,21.05,21.05,0,21.05,0,1,0,0,0,0,1
0,0,0,0,63,1,1,1,1,1,1,0,0,0,71.5,4576.3,0,72.63968253968254,0,0,1,0,0,1,0
0,0,0,0,3,1,0,0,0,0,0,0,1,0,54.65,189.1,0,63.03333333333333,0,0,0,0,0,0,1
0,0,0,0,46,1,0,0,0,0,0,0,0,0,19.2,908.15,0,19.742391304347827,0,1,0,1,1,0,0
0,0,0,0,1,1,1,0,0,0,0,0,0,1,49.8,49.8,0,49.8,0,0,0,0,1,0,0
0,0,0,1,8,0,0,0,0,0,0,0,0,0,25.5,215.2,1,26.9,0,0,0,0,0,0,1
1,0,1,1,71,1,0,0,0,0,0,0,0,0,20.5,1500.95,0,21.140140845070423,0,1,0,1,0,0,0
0,0,1,1,55,1,1,0,0,1,0,1,0,1,90.4,5099.15,0,92.71181818181817,1,0,0,0,1,0,0
1,0,0,0,70,1,1,0,1,1,1,0,0,1,90.25,6385.95,0,91.22785714285715,1,0,1,0,0,0,0
1,0,0,0,2,1,0,0,0,0,0,0,1,0,80.75,159.45,1,79.725,1,0,0,0,0,1,0
0,0,1,1,67,1,1,1,0,0,1,1,1,0,104.6,6885.75,0,102.7723880597015,1,0,0,1,0,0,0
0,0,1,0,65,1,1,0,1,0,0,1,0,1,91.85,5940.85,1,91.39769230769231,1,0,0,0,0,0,0
0,0,1,0,14,1,0,0,0,1,0,0,0,0,50.2,668.85,0,47.775,0,0,0,0,1,0,0
1,0,1,1,20,1,1,0,0,1,1,0,1,1,95.5,1916.2,0,95.81,1,0,0,0,0,0,0
0,0,0,1,1,1,0,0,1,0,0,0,0,1,75.35,75.35,1,75.35,1,0,0,0,0,1,0
0,0,0,0,1,1,1,0,0,0,0,0,0,1,75.45,75.45,1,75.45,1,0,0,0,0,1,0
1,0,1,1,49,1,1,0,0,0,0,1,1,1,95.4,4613.95,0,94.16224489795918,1,0,0,0,0,0,0
1,0,0,0,72,1,1,1,1,1,0,1,0,1,101.3,7261.25,0,100.85069444444444,1,0,0,1,0,0,0
1,0,1,0,46,1,1,1,0,0,0,0,0,0,53.1,2459.8,0,53.47391304347826,0,0,0,0,0,1,0
0,0,0,0,24,1,1,0,1,1,0,0,0,1,84.85,2048.8,0,85.36666666666667,1,0,0,0,0,0,0
1,0,1,1,5,0,0,0,1,0,1,0,0,0,34.25,163.55,0,32.71,0,0,0,0,0,1,0
1,0,1,1,33,1,1,0,1,1,1,0,0,0,88.6,2888.7,0,87.53636363636363,1,0,0,0,1,0,0
1,0,0,0,42,1,1,1,1,0,0,0,0,1,60.15,2421.6,0,57.65714285714286,0,0,1,0,0,0,0
0,0,0,0,23,1,0,1,0,1,0,1,1,1,99.95,2292.75,0,99.68478260869566,1,0,1,0,1,0,0
0,0,0,0,8,1,0,0,0,0,0,0,0,0,70.7,553.4,0,69.175,1,0,0,0,0,0,0
0,0,0,0,66,1,0,1,1,0,0,0,0,1,54.8,3465.7,0,52.51060606060606,0,0,1,0,0,0,1
0,0,0,0,24,1,0,1,0,0,0,0,0,1,49.55,1210.4,1,50.43333333333334,0,0,0,0,0,0,0
0,1,0,0,24,1,1,0,1,0,0,0,0,0,54.8,1291.3,0,53.80416666666667,0,0,0,0,1,0,0
0,0,0,0,69,1,1,1,1,1,1,0,1,1,78.6,5356.45,1,77.62971014492753,0,0,1,0,1,0,0
1,0,0,0,53,1,0,0,1,1,0,1,1,1,100.3,5200.8,0,98.12830188679246,1,0,1,0,0,0,1
1,0,0,0,60,0,0,1,0,1,0,1,1,0,53.6,3237.05,0,53.950833333333335,0,0,0,1,0,1,0
1,0,1,0,7,1,0,0,0,0,0,1,0,1,81.1,576.65,1,82.37857142857142,1,0,0,0,0,1,0
1,0,0,0,20,1,0,0,0,0,0,0,0,1,19.35,433.75,0,21.6875,0,1,1,0,1,0,0
1,0,1,1,23,1,1,0,0,0,0,0,1,0,85.6,1868.4,0,81.23478260869565,1,0,0,0,0,1,0
0,0,1,1,72,1,0,1,0,1,1,1,1,1,80.8,5728.55,0,79.56319444444445,0,0,0,1,0,1,0
0,0,1,0,11,1,1,0,0,0,0,0,0,1,74.95,825.7,1,75.06363636363636,1,0,0,0,0,1,0
0,0,0,0,21,1,0,0,0,0,0,0,0,0,19.6,390.4,0,18.59047619047619,0,1,0,1,0,0,1
0,1,0,0,1,1,1,0,0,0,0,1,1,1,93.55,93.55,1,93.55,1,0,0,0,0,1,0
0,1,0,0,31,1,1,0,1,0,0,1,0,1,90.7,2845.15,0,91.77903225806452,1,0,0,0,0,1,0
1,0,0,0,57,1,0,0,1,1,1,1,0,0,69.75,3894.4,0,68.32280701754387,0,0,0,1,0,0,1
1,0,1,1,45,1,0,0,0,0,0,0,0,1,20.0,886.4,0,19.697777777777777,0,1,0,1,0,0,0
0,0,0,0,10,1,1,0,1,1,0,0,1,1,95.25,1021.55,0,102.155,1,0,0,0,0,1,0
1,0,1,0,58,1,1,0,0,1,1,1,1,1,102.1,5885.4,1,101.47241379310344,1,0,0,0,1,0,0
0,0,0,1,14,1,0,0,0,0,0,0,0,0,19.95,268.4,0,19.17142857142857,0,1,0,0,0,0,1
0,0,1,0,27,1,1,1,0,0,1,1,1,0,80.85,2204.35,0,81.64259259259259,0,0,1,0,0,0,1
1,0,1,1,14,1,1,0,1,0,0,0,1,1,90.9,1259.0,1,89.92857142857143,1,0,0,0,0,0,0
1,0,1,1,12,0,0,0,1,0,0,0,0,0,29.2,309.1,1,25.758333333333336,0,0,0,0,0,0,1
1,0,1,1,69,1,1,0,1,0,1,0,1,1,93.3,6398.05,0,92.72536231884058,1,0,0,1,0,0,0
1,0,1,1,25,1,0,0,1,1,0,1,0,1,89.15,2257.75,1,90.31,1,0,0,0,0,0,0
0,1,1,0,58,1,1,1,1,1,0,1,1,1,108.85,6287.25,1,108.40086206896552,1,0,1,0,0,1,0
1,0,1,1,35,0,0,1,0,0,1,1,0,1,46.35,1662.05,0,47.48714285714286,0,0,0,1,1,0,0
1,1,0,0,16,1,1,0,0,0,0,1,0,1,84.75,1350.15,1,84.384375,1,0,0,0,0,1,0
0,0,1,1,45,1,1,0,1,1,0,1,1,0,78.75,3600.65,0,80.01444444444445,0,0,1,0,1,0,0
1,0,0,0,17,1,0,0,1,0,0,1,0,1,83.55,1329.15,0,78.18529411764706,1,0,0,0,0,1,0
1,0,1,1,1,1,0,0,0,0,0,0,0,1,45.7,45.7,1,45.7,0,0,0,0,0,1,0
0,0,0,0,22,1,0,0,0,0,0,0,0,0,19.6,422.5,0,19.204545454545453,0,1,1,0,0,0,1
1,1,0,0,1,1,0,0,0,0,0,0,0,1,69.95,69.95,1,69.95,1,0,0,0,0,1,0
0,0,1,1,67,1,0,1,0,1,1,0,1,0,67.85,4627.65,0,69.06940298507462,0,0,0,1,0,0,1
1,0,1,1,67,1,1,0,0,1,1,1,1,1,105.65,6717.9,0,100.26716417910447,1,0,0,1,0,0,0
1,0,1,0,2,0,0,0,0,0,0,1,1,0,44.6,97.1,1,48.55,0,0,0,0,0,1,0
0,0,0,0,23,1,1,0,0,0,0,0,0,1,74.95,1710.45,1,74.36739130434783,1,0,0,0,0,1,0
1,1,0,0,9,1,0,0,0,1,0,0,0,0,75.5,637.4,0,70.82222222222222,1,0,0,0,1,0,0
1,0,0,0,5,1,0,0,0,0,0,0,0,0,20.15,117.95,0,23.59,0,1,0,0,0,0,1
0,0,0,0,54,0,0,1,0,0,1,1,0,0,45.2,2460.55,0,45.56574074074074,0,0,0,1,1,0,0
1,0,0,0,57,1,0,0,0,1,0,1,1,1,95.25,5464.65,1,95.87105263157895,1,0,0,1,0,1,0
0,0,0,0,24,1,1,0,0,1,0,1,0,1,89.85,2165.05,1,90.21041666666667,1,0,0,0,0,0,1
1,0,1,1,49,1,1,0,1,0,0,1,1,0,100.45,4941.8,1,100.8530612244898,1,0,1,0,0,0,1
0,0,0,0,5,1,1,0,0,0,0,0,0,0,47.15,223.15,1,44.63,0,0,0,0,0,1,0
0,0,0,0,2,1,0,0,0,0,0,0,1,1,80.2,181.1,1,90.55,1,0,0,0,0,1,0
1,0,0,1,4,1,1,0,0,1,1,0,0,1,87.1,341.45,1,85.3625,1,0,0,0,0,0,1
0,0,1,1,70,1,1,1,1,1,1,1,0,1,79.25,5731.85,0,81.88357142857143,0,0,0,1,0,0,0
0,0,0,0,5,1,1,0,0,0,0,0,0,1,75.9,357.75,1,71.55,1,0,0,0,0,0,0
0,0,1,1,53,1,1,1,0,1,1,1,1,0,85.7,4616.1,0,87.09622641509435,0,0,0,0,0,1,0
1,0,1,0,47,1,1,1,1,1,0,1,0,1,98.75,4533.7,1,96.46170212765956,1,0,0,0,0,1,0
1,0,0,1,31,1,0,0,0,0,0,0,0,0,20.1,589.25,0,19.008064516129032,0,1,1,0,1,0,0
0,0,1,1,13,1,0,0,1,1,1,0,0,0,61.8,750.1,0,57.7,0,0,0,0,0,0,0
1,0,1,1,28,1,1,0,0,0,0,0,0,0,49.9,1410.25,0,50.36607142857143,0,0,0,0,0,0,1
1,0,0,0,10,1,1,0,0,0,0,0,1,0,86.45,830.85,1,83.08500000000001,1,0,0,0,0,1,0
0,0,1,0,38,1,0,0,0,0,0,0,0,0,20.4,743.5,0,19.56578947368421,0,1,0,1,0,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0,1,45.3,45.3,1,45.3,0,0,0,0,0,0,1
0,0,1,0,67,1,1,0,1,1,0,1,1,0,104.1,7040.85,1,105.08731343283583,1,0,1,0,0,1,0
0,0,1,0,52,1,0,1,1,0,0,1,1,1,75.4,3865.45,0,74.33557692307691,0,0,1,0,0,0,1
0,0,1,1,62,1,0,1,1,1,1,1,1,0,108.15,6825.65,0,110.09112903225805,1,0,0,1,0,0,1
1,0,0,0,16,1,0,0,1,0,0,0,1,1,86.25,1340.1,0,83.75625,1,0,0,0,0,1,0
1,1,1,0,5,1,1,0,1,0,0,0,0,1,81.0,371.65,1,74.33,1,0,0,0,0,1,0
0,0,0,0,12,1,0,0,0,1,0,1,1,0,95.7,1184.0,0,98.66666666666667,1,0,1,0,0,1,0
1,0,1,1,72,1,1,1,1,1,1,1,1,1,116.85,8477.7,0,117.74583333333334,1,0,0,1,0,0,0
0,1,0,0,71,1,1,0,1,0,1,1,1,0,105.75,7382.85,0,103.98380281690142,1,0,1,0,0,0,0
1,0,1,0,24,1,0,0,0,0,0,0,0,0,20.15,456.85,0,19.035416666666666,0,1,1,0,0,0,1
1,0,0,0,15,1,0,0,0,0,0,0,0,0,19.6,331.6,0,22.10666666666667,0,1,0,1,0,0,1
0,0,1,0,67,1,0,1,1,0,0,0,1,1,90.6,6056.15,1,90.39029850746267,1,0,1,0,1,0,0
0,0,0,1,2,1,1,1,1,0,0,0,0,0,60.95,134.6,0,67.3,0,0,0,0,0,0,0
1,0,1,1,5,0,0,0,0,0,0,0,0,0,25.05,125.5,0,25.1,0,0,0,0,0,0,1
1,0,1,0,15,1,0,0,0,0,0,1,1,0,88.15,1390.6,1,92.70666666666666,1,0,0,0,0,1,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,20.2,20.2,1,20.2,0,1,0,0,0,0,1
0,0,1,1,41,1,0,1,1,1,0,0,0,1,60.3,2511.3,0,61.25121951219513,0,0,1,0,0,0,0
1,0,0,1,43,1,0,1,1,0,0,0,1,1,63.95,2737.05,0,63.65232558139535,0,0,0,0,0,1,0
0,1,1,0,1,1,1,0,0,0,0,0,0,0,74.3,74.3,0,74.3,1,0,0,0,0,1,0
1,1,0,0,1,1,0,0,0,0,0,0,0,1,70.6,70.6,0,70.6,1,0,0,0,0,0,1
1,0,1,1,26,1,0,0,0,0,0,1,1,1,90.8,2361.8,1,90.83846153846154,1,0,0,0,0,1,0
0,0,0,0,22,1,1,0,1,0,0,0,0,1,79.35,1730.35,1,78.65227272727272,1,0,0,0,0,1,0
0,0,1,0,71,1,1,1,1,1,1,1,1,0,90.55,6404.0,0,90.19718309859155,0,0,0,1,0,0,0
0,0,0,0,7,1,0,0,0,0,0,0,0,0,19.45,165.35,0,23.62142857142857,0,1,0,1,0,0,1
1,1,0,0,28,1,1,0,1,1,1,0,0,0,64.45,1867.6,0,66.7,0,0,0,0,0,0,0
0,1,0,0,16,1,0,0,0,0,0,0,0,0,69.65,1043.3,0,65.20625,1,0,0,0,0,1,0
0,0,0,0,7,1,0,0,0,0,0,0,0,0,19.5,128.6,0,18.37142857142857,0,1,1,0,0,0,1
1,0,0,0,69,1,1,0,1,1,1,1,1,1,110.5,7455.45,0,108.05,1,0,0,1,0,0,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,24.7,24.7,0,24.7,0,0,0,0,0,0,1
0,0,0,0,3,1,0,1,0,1,0,1,1,1,77.4,206.15,0,68.71666666666667,0,0,0,0,0,1,0
0,1,0,0,21,1,0,0,0,1,0,1,1,1,96.8,2030.3,1,96.68095238095238,1,0,0,0,0,0,0
1,0,1,0,69,1,1,0,1,1,0,0,0,1,85.4,5869.4,0,85.06376811594203,1,0,0,0,0,0,0
1,0,1,0,71,0,0,1,1,1,1,0,0,1,47.6,3377.8,0,47.57464788732395,0,0,0,1,0,0,0
1,0,1,1,69,1,0,0,0,0,0,0,0,0,19.4,1346.2,0,19.51014492753623,0,1,0,1,0,0,1
1,0,0,0,48,1,1,0,0,1,1,1,1,1,103.85,4946.05,0,103.04270833333334,1,0,0,0,0,1,0
0,0,1,0,47,1,1,0,1,1,0,0,0,1,83.35,4065.0,1,86.48936170212765,1,0,0,0,0,0,0
1,0,0,0,2,1,1,0,0,0,0,0,0,1,49.4,106.55,1,53.275,0,0,0,0,0,1,0
0,0,0,0,45,1,1,1,0,1,1,1,1,1,108.45,4964.7,0,110.32666666666667,1,0,0,0,1,0,0
0,0,0,0,51,1,1,0,1,0,0,0,0,0,81.0,4085.75,0,80.11274509803921,1,0,0,0,0,0,0
1,0,1,0,22,1,1,1,0,0,1,1,1,1,79.2,1742.75,1,79.2159090909091,0,0,0,0,0,1,0
0,0,0,0,72,1,1,1,1,1,1,1,1,0,86.65,6224.8,0,86.45555555555556,0,0,0,1,0,0,0
0,0,1,1,37,1,1,0,1,1,0,1,0,1,92.95,3415.25,0,92.30405405405405,1,0,0,0,0,1,0
0,0,1,1,71,1,1,1,1,1,1,1,1,0,90.35,6325.25,0,89.08802816901408,0,0,0,1,0,1,0
0,0,1,1,7,1,0,0,0,1,0,0,0,0,48.7,340.25,1,48.607142857142854,0,0,0,0,0,1,0
1,0,0,0,66,1,1,0,0,0,0,0,0,1,25.15,1683.6,0,25.509090909090908,0,1,0,1,1,0,0
0,0,1,1,51,1,0,1,0,0,1,1,1,1,76.4,3966.3,0,77.77058823529413,0,0,1,0,0,0,0
1,0,1,1,30,1,0,0,0,0,0,0,0,0,19.55,608.5,0,20.283333333333335,0,1,1,0,0,0,0
1,0,0,0,34,1,1,0,0,0,0,1,0,0,85.35,2896.6,0,85.19411764705882,1,0,0,0,0,1,0
0,0,1,1,64,1,1,0,0,0,0,0,0,1,24.8,1514.85,0,23.66953125,0,1,0,1,0,0,1
0,1,1,0,65,1,1,0,1,1,0,1,1,1,103.15,6792.45,0,104.49923076923076,1,0,1,0,0,0,0
0,0,0,0,47,1,1,1,1,0,1,1,0,0,100.75,4669.2,0,99.34468085106383,1,0,0,0,0,0,1
1,0,0,0,1,1,0,1,0,0,0,1,1,1,95.6,95.6,1,95.6,1,0,0,0,0,1,0
1,0,0,0,49,1,1,1,1,0,0,0,0,1,59.75,2934.3,1,59.88367346938776,0,0,0,0,1,0,0
1,0,1,1,67,1,1,0,1,0,1,1,0,0,94.1,6302.8,0,94.07164179104478,1,0,0,1,1,0,0
0,0,0,1,39,1,0,0,0,0,0,0,0,0,19.35,779.2,0,19.97948717948718,0,1,1,0,0,0,0
0,0,0,0,14,1,0,0,0,0,0,0,0,0,19.9,283.75,0,20.267857142857142,0,1,0,0,0,0,1
1,1,0,0,43,1,0,1,1,0,1,1,1,1,108.15,4600.7,1,106.99302325581395,1,0,0,0,1,0,0
0,1,0,0,56,1,1,0,0,1,0,1,1,1,101.05,5594.0,0,99.89285714285714,1,0,0,0,0,1,0
1,0,0,0,14,1,0,0,0,0,1,0,1,0,59.1,772.85,0,55.20357142857143,0,0,1,0,1,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,71.35,71.35,1,71.35,1,0,0,0,0,1,0
0,0,1,1,16,1,0,1,1,0,0,0,0,1,55.85,857.8,0,53.6125,0,0,1,0,0,0,1
0,0,1,1,70,1,1,1,1,0,0,1,1,1,106.05,7554.05,0,107.915,1,0,0,0,0,1,0
0,1,1,0,72,1,1,1,1,1,0,1,1,1,84.1,5981.65,0,83.07847222222222,0,0,0,1,1,0,0
1,0,1,1,23,1,0,0,0,1,0,0,0,1,75.3,1702.9,0,74.0391304347826,1,0,0,0,1,0,0
0,0,0,1,21,1,1,0,0,0,0,0,0,0,24.7,467.15,0,22.245238095238093,0,1,0,0,0,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,20.15,20.15,1,20.15,0,1,0,0,0,0,1
0,0,0,1,1,1,0,0,0,0,0,0,0,0,69.75,69.75,1,69.75,1,0,0,0,0,0,0
1,1,1,0,32,1,1,0,0,0,0,1,1,1,93.2,2931.0,1,91.59375,1,0,0,0,0,1,0
0,0,1,1,17,1,0,0,0,0,0,1,0,0,80.85,1400.85,1,82.40294117647058,1,0,0,0,0,1,0
1,0,0,0,4,0,0,1,1,0,0,0,0,1,33.65,137.85,1,34.4625,0,0,0,0,0,1,0
1,0,0,0,36,1,1,0,0,1,0,0,0,0,55.8,1941.5,0,53.93055555555556,0,0,1,0,0,1,0
1,0,0,0,50,0,0,0,1,1,1,0,0,0,39.7,1932.75,0,38.655,0,0,0,1,1,0,0
1,0,1,1,48,0,0,0,0,0,1,0,0,1,29.5,1423.05,0,29.646874999999998,0,0,0,0,1,0,0
1,0,0,1,50,1,0,0,0,0,0,0,0,0,20.15,970.85,0,19.417,0,1,0,1,1,0,0
0,0,1,0,72,1,1,1,1,1,1,0,1,0,79.55,5810.9,0,80.70694444444445,0,0,0,1,1,0,0
0,0,0,1,10,1,1,0,0,0,0,0,0,0,24.8,223.9,0,22.39,0,1,0,0,1,0,0
1,0,0,0,18,1,0,0,0,0,0,0,0,0,19.65,391.7,0,21.76111111111111,0,1,0,0,0,0,1
0,0,0,0,1,1,0,0,0,0,0,1,0,1,79.95,79.95,1,79.95,1,0,0,0,0,1,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,19.3,19.3,1,19.3,0,1,0,0,0,1,0
0,0,0,0,9,1,0,0,0,1,0,1,1,1,94.05,811.65,0,90.18333333333334,1,0,0,0,0,1,0
0,0,0,0,2,1,1,1,0,0,0,0,1,0,90.75,174.75,0,87.375,1,0,0,0,0,0,1
1,0,1,0,40,1,1,0,0,0,1,0,0,1,78.85,3126.85,0,78.17125,1,0,0,0,1,0,0
0,0,1,0,69,1,1,0,0,1,0,1,1,0,99.5,6841.45,0,99.15144927536231,1,0,1,0,0,0,0
1,0,1,0,37,1,1,1,0,1,1,0,1,1,99.2,3754.6,1,101.47567567567567,1,0,1,0,0,1,0
0,0,0,1,18,1,1,0,0,1,0,0,0,1,80.55,1406.65,0,78.14722222222223,1,0,0,0,1,0,0
0,1,1,0,11,1,0,0,0,0,0,0,0,1,70.2,834.7,0,75.88181818181819,1,0,0,0,0,1,0
